"DownloadSpeed","UploadSpeed","PacketLoss","ISP","ExternalIPSum","UsedServer","Jitter","Latency","Timestamp"
"382.9849","36.6246","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","3","14","11/28/2020 01:17:43"
"383.4163","36.5808","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","0","16","11/28/2020 01:41:23"
"384.59","36.6053","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","0","16","11/28/2020 08:56:43"
"382.8506","36.4586","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","3","16","11/28/2020 09:00:18"
"383.2681","36.6042","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","16","11/28/2020 09:15:23"
"382.5672","36.5901","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","14","11/28/2020 09:30:21"
"382.4698","36.6031","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","11/28/2020 09:45:21"
"383.7636","36.684","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","0","16","11/28/2020 10:00:19"
"381.9459","36.6015","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","11/28/2020 10:15:23"
"381.4039","36.5966","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","11/28/2020 10:30:19"
"379.9708","36.4723","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","4","15","11/28/2020 10:45:22"
"382.7882","36.619","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","15","11/28/2020 11:00:22"
"384.394","36.586","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","4","16","11/28/2020 11:15:22"
"382.5533","36.587","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","3","15","11/28/2020 11:30:27"
"382.597","36.5985","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","16","11/28/2020 11:45:19"
"382.674","36.5681","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","15","11/28/2020 12:00:20"
"383.2032","36.5656","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","4","15","11/28/2020 12:15:19"
"383.0163","36.576","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","0","16","11/28/2020 12:30:20"
"383.0151","36.5819","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","16","11/28/2020 12:45:19"
"381.9009","36.5662","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","3","16","11/28/2020 13:00:22"
"383.0662","36.5907","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","14","11/28/2020 13:15:19"
"379.2605","36.5782","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","16","11/28/2020 13:30:21"
"383.2548","36.4532","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","16","11/28/2020 13:45:22"
"383.8869","36.6115","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","3","15","11/28/2020 14:00:19"
"382.0359","36.4898","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","4","17","11/28/2020 14:15:22"
"384.3611","36.5048","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","5","15","11/28/2020 14:30:20"
"383.444","34.6426","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","3","16","11/28/2020 14:45:23"
"384.307","36.6021","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","15","11/28/2020 15:00:19"
"381.0692","36.5302","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","15","11/28/2020 15:15:20"
"383.2586","36.6293","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","0","16","11/28/2020 15:30:18"
"382.4458","36.6298","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","3","15","11/28/2020 15:45:22"
"381.0181","36.5112","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","0","16","11/28/2020 16:00:21"
"382.7322","36.5322","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","15","11/28/2020 16:15:22"
"384.3058","36.0622","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","16","11/28/2020 16:30:18"
