"DownloadSpeed","UploadSpeed","PacketLoss","ISP","ExternalIPSum","UsedServer","Jitter","Latency","Timestamp"
"382.9314","36.6159","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","14","12/27/2020 00:04:45"
"382.4489","36.5933","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","16","12/27/2020 00:25:28"
"383.6903","36.5134","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/27/2020 00:35:50"
"383.3196","36.585","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","14","12/27/2020 01:12:51"
"382.0966","36.6204","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","0","16","12/27/2020 01:27:32"
"383.1423","36.6363","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","16","12/27/2020 01:35:22"
"383.4919","36.4561","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","0","16","12/27/2020 01:58:26"
"382.98","36.6677","0","Virgin Media","306","basl-speedtest-1.server.virginmedia.net","4","17","12/27/2020 02:14:29"
"383.3871","36.5695","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/27/2020 02:15:43"
"383.0703","36.6265","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/27/2020 02:32:12"
"350.8271","36.5993","0","Virgin Media","306","basl-speedtest-1.server.virginmedia.net","2","17","12/27/2020 02:52:59"
"382.7343","36.5744","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/27/2020 03:07:15"
"383.8987","36.5954","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","15","12/27/2020 03:21:36"
"384.539","36.5579","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","16","12/27/2020 03:31:09"
"381.7411","36.5967","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/27/2020 03:50:23"
"384.3625","36.5763","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","15","12/27/2020 04:07:32"
"382.2812","36.5918","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/27/2020 04:21:15"
"383.7098","36.4198","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","4","15","12/27/2020 04:34:24"
"382.9578","36.6676","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","3","15","12/27/2020 04:48:31"
"383.2986","36.5844","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","16","12/27/2020 05:04:09"
"382.6547","36.6248","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","4","15","12/27/2020 05:20:52"
"382.9874","36.5252","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","0","16","12/27/2020 05:41:19"
"383.4717","36.5656","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","14","12/27/2020 05:47:41"
"383.9176","36.607","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","14","12/27/2020 06:13:08"
"380.4169","36.5179","0","Virgin Media","306","basl-speedtest-1.server.virginmedia.net","2","16","12/27/2020 06:24:54"
"383.5657","36.5859","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","3","15","12/27/2020 06:31:45"
"383.8167","36.5448","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","0","15","12/27/2020 06:48:36"
"382.9601","36.4812","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","16","12/27/2020 07:00:38"
"384.4471","36.5959","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","3","16","12/27/2020 07:26:01"
"383.8934","36.6045","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","0","16","12/27/2020 07:30:35"
"384.2468","36.6609","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","14","12/27/2020 07:50:47"
"384.0044","36.6107","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","0","16","12/27/2020 08:06:36"
"383.446","36.6098","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/27/2020 08:21:13"
"382.5912","36.5909","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","3","15","12/27/2020 08:32:40"
