"DownloadSpeed","UploadSpeed","PacketLoss","ISP","ExternalIPSum","UsedServer","Jitter","Latency","Timestamp"
"383.5208","36.5675","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/17/2020 00:13:27"
"382.5266","36.5393","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","15","12/17/2020 00:23:49"
"382.1636","36.5303","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","16","12/17/2020 00:37:38"
"384.0214","36.714","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/17/2020 00:55:33"
"375.6448","36.6018","0","Virgin Media","306","basl-speedtest-1.server.virginmedia.net","1","17","12/17/2020 01:07:55"
"383.7626","36.583","0","Virgin Media","306","speed.custdc.net","1","14","12/17/2020 01:25:53"
"380.6281","36.5884","0","Virgin Media","306","basl-speedtest-1.server.virginmedia.net","1","16","12/17/2020 01:31:44"
