"DownloadSpeed","UploadSpeed","PacketLoss","ISP","ExternalIPSum","UsedServer","Jitter","Latency","Timestamp"
"41.4764","18.7438","0","BT","561","speedtestmera.vs.mythic-beasts.com","5","8","2020-11-30T00:46:59Z"
"39.9528","18.6841","0","BT","561","speedtestmera.vs.mythic-beasts.com","1","9","2020-11-30T01:04:10Z"
"40.5282","18.7062","0","BT","561","speedtestmera.vs.mythic-beasts.com","17","8","2020-11-30T01:25:46Z"
"36.5765","18.9074","0","BT","561","speedtestmera.vs.mythic-beasts.com","0","8","2020-11-30T01:47:39Z"
"38.5884","18.7086","0","BT","561","speed.custdc.net","1","9","2020-11-30T02:08:46Z"
"40.6048","18.8064","0","BT","561","speedtestmera.vs.mythic-beasts.com","8","8","2020-11-30T02:34:01Z"
"37.7906","18.7316","0","BT","561","speedtestmera.vs.mythic-beasts.com","5","8","2020-11-30T02:55:30Z"
"38.4905","18.6952","0","BT","561","speedtestmera.vs.mythic-beasts.com","2","9","2020-11-30T03:24:22Z"
"37.5009","18.6859","0","BT","561","speed.custdc.net","4","9","2020-11-30T03:49:53Z"
"38.6366","18.7007","0","BT","561","speedtestmera.vs.mythic-beasts.com","1","7","2020-11-30T04:16:39Z"
"38.5646","18.6779","0","BT","561","speedtestmera.vs.mythic-beasts.com","1","9","2020-11-30T04:38:13Z"
"38.6961","18.6955","0","BT","561","speedtestmera.vs.mythic-beasts.com","10","9","2020-11-30T05:05:13Z"
"39.3694","18.6046","0","BT","561","speedtestmera.vs.mythic-beasts.com","3","8","2020-11-30T05:20:45Z"
"36.5782","18.5889","0","BT","561","speedtestmera.vs.mythic-beasts.com","2","7","2020-11-30T05:41:56Z"
"37.3432","18.6925","0","BT","561","speedtestmera.vs.mythic-beasts.com","0","9","2020-11-30T06:02:09Z"
"37.8233","18.6693","0","BT","561","speedtestmera.vs.mythic-beasts.com","1","8","2020-11-30T06:21:34Z"
"37.7771","18.7094","0","BT","561","speedtestmera.vs.mythic-beasts.com","2","9","2020-11-30T06:50:31Z"
"41.661","18.6834","0","BT","561","speed.custdc.net","1","10","2020-11-30T07:15:45Z"
"25.4798","18.0431","0","BT","561","speedtestmera.vs.mythic-beasts.com","5","10","2020-11-30T07:40:06Z"
"37.6048","18.6775","0","BT","561","speedtestmera.vs.mythic-beasts.com","2","9","2020-11-30T08:08:56Z"
"36.8222","18.6705","0","BT","561","speedtestmera.vs.mythic-beasts.com","57","11","2020-11-30T08:38:05Z"
"33.2073","18.2165","0","BT","561","speedtestmera.vs.mythic-beasts.com","4","8","2020-11-30T09:02:33Z"
"33.1653","18.6521","0","BT","561","speedtestmera.vs.mythic-beasts.com","2","9","2020-11-30T09:30:26Z"
"37.8329","18.6812","0","BT","561","speedtestmera.vs.mythic-beasts.com","0","9","2020-11-30T09:53:47Z"
