"DownloadSpeed","UploadSpeed","PacketLoss","ISP","ExternalIPSum","UsedServer","Jitter","Latency","Timestamp"
"383.0455","36.5318","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","15","12/13/2020 00:03:54"
"383.1007","36.6062","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","15","12/13/2020 00:18:21"
"373.2272","36.4686","0","Virgin Media","306","basl-speedtest-1.server.virginmedia.net","8","16","12/13/2020 00:43:25"
"383.6105","36.5971","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","16","12/13/2020 00:53:36"
"383.5167","36.581","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","14","12/13/2020 01:03:49"
"375.9495","36.2624","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","0","16","12/13/2020 01:22:40"
"381.024","36.4827","0","Virgin Media","306","speed.custdc.net","0","15","12/13/2020 01:37:54"
"383.7122","36.5851","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/13/2020 01:49:06"
"372.8314","36.5817","0","Virgin Media","306","basl-speedtest-1.server.virginmedia.net","0","16","12/13/2020 02:10:13"
"367.7393","36.3416","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","7","15","12/13/2020 02:20:22"
"376.744","36.3446","0","Virgin Media","306","speed.custdc.net","5","15","12/13/2020 02:42:07"
"381.6095","36.6301","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/13/2020 02:58:01"
"384.7337","36.4983","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","0","15","12/13/2020 03:05:49"
"382.8809","36.5519","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","0","16","12/13/2020 03:18:52"
"383.4975","36.5508","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","0","16","12/13/2020 03:40:33"
"384.0247","36.3926","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","16","12/13/2020 03:46:16"
"378.239","36.3462","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/13/2020 04:03:43"
"384.3875","36.6072","0","Virgin Media","306","speed.custdc.net","3","15","12/13/2020 04:28:21"
"382.328","36.6486","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","16","12/13/2020 04:36:10"
"383.3819","36.5956","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/13/2020 04:58:24"
"384.0932","36.5894","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","0","15","12/13/2020 05:03:14"
"383.1236","36.618","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","0","16","12/13/2020 05:29:08"
"360.099","36.1864","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","0","16","12/13/2020 05:35:13"
