"DownloadSpeed","UploadSpeed","PacketLoss","ISP","ExternalIPSum","UsedServer","Jitter","Latency","Timestamp"
"383.5729","36.5827","0","Virgin Media","306","speed.custdc.net","9","15","12/23/2020 00:12:45"
"381.699","36.597","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","14","12/23/2020 00:16:35"
"383.4962","36.5903","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","0","15","12/23/2020 00:32:39"
"382.8992","34.254","0","Virgin Media","306","basl-speedtest-1.server.virginmedia.net","2","17","12/23/2020 00:58:46"
"384.6678","36.6185","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/23/2020 01:04:03"
"384.0605","36.6021","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","4","15","12/23/2020 01:27:35"
"383.6413","36.0926","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","16","12/23/2020 01:42:41"
"383.8524","36.5914","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","16","12/23/2020 01:51:09"
"373.4815","36.5365","0","Virgin Media","306","basl-speedtest-1.server.virginmedia.net","5","15","12/23/2020 02:08:45"
"385.0112","36.5581","0","Virgin Media","306","speed.custdc.net","2","14","12/23/2020 02:29:16"
"384.2825","36.5634","0","Virgin Media","306","basl-speedtest-1.server.virginmedia.net","0","17","12/23/2020 02:34:22"
"384.1336","36.5729","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/23/2020 02:48:46"
"384.0363","36.6491","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","16","12/23/2020 03:08:13"
"382.2211","36.5507","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","0","15","12/23/2020 03:17:47"
"382.6553","36.5824","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","16","12/23/2020 03:42:59"
"383.2673","36.5578","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","15","12/23/2020 03:54:56"
"384.5183","36.6588","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/23/2020 04:00:38"
"384.2265","36.5844","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","2","15","12/23/2020 04:21:37"
"383.3536","36.5243","0","Virgin Media","306","speed.custdc.net","6","16","12/23/2020 04:37:12"
"383.6889","36.586","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","0","15","12/23/2020 04:57:44"
"383.593","36.5946","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","0","15","12/23/2020 05:08:33"
"384.4718","36.6188","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","0","16","12/23/2020 05:20:19"
"383.3049","36.5698","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","0","15","12/23/2020 05:43:06"
"383.9659","36.5664","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","16","12/23/2020 05:51:56"
"383.8247","36.5752","0","Virgin Media","306","speedtestmera.vs.mythic-beasts.com","1","15","12/23/2020 06:08:21"
